Statement,Verdict
"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.",barely-true
"Proposed gun control legislation ""will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database"" and make it ""nearly impossible"" to get a permit to carry a concealed weapon.",barely-true
"Says new Medicare billing guidelines ""have nine codes for (injuries by) turkeys.""",TRUE
"New Virginia regulations on abortion clinics ""provide the same sanitary environment we expect of dental offices.""",pants-fire
Says 90 percent of Americans and 74 percent of National Rifle Association members support background checks of gun purchasers.,TRUE
"""We have a federal government that thinks they have the authority to regulate our toilet seats.""",TRUE
"""Scientists tell us that we could have a cure in 10 years for Alzheimer's"" were it not for ""overzealous regulators, excessive taxation and greedy litigators.""",pants-fire
"""We have no regulation of drones in the United States in their commercial use.""",FALSE
"""Rhode Island could tell you who has a camper, but we couldn't figure out who has a gun.""",mostly-true
"""The average age of first marijuana use is 12.""",FALSE
"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.""",FALSE
"""Republicans vote to make it legal nationwide to ban gays and lesbians from adopting.""",half-true
"""Shocking Video Emerges of Obama Mocking God and the Bible.""",FALSE
"""I have always condemned … any of these white supremacists or bigots or anything like that.""",barely-true
"""Religion in America isn’t receding. It’s just the opposite. Faith is gaining new life across America every day.""",half-true
"""Pope Francis: Gun owners ‘can’t call themselves Christian’""",pants-fire
"""California State Assembly bill would ban the (sale of the) Bible!"" ",barely-true
"""Pope Francis cancels the Bible and proposes to create a new book.""",pants-fire
"The U.S. Supreme Court ruled that public school in the United States ""will not teach the tenets of Islam or Sharia Law.""",pants-fire
"In Parkland, Fla. ""the mass murderer was immersed in Islamic and leftwing hate.""",pants-fire
"""Just in: 45 states just banned Sharia law""",pants-fire
"""Breaking: Muslim New Jersey Mayor just banned the word ‘Christmas.’"" ",pants-fire
"Says Marco Rubio tweeted a verse from the New Testament to shame ""his own constituents for flocking to Trump rally.""",FALSE
"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",pants-fire
"""Pope Francis at Mass: ‘Jesus is Metaphorical, Not Literal.""",pants-fire
"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""",FALSE
"""‘The largest bust in U.S. history’ 412 Muslims arrested from Michigan!""",FALSE
"Says Roy Moore said a ""practicing Muslim should not be a member of Congress because of his faith."" ",TRUE
"Says Jake Tapper said Allahu Akbar was a ""beautiful phrase"" after a terrorist attack in New York.",pants-fire
"""The First Amendment’s the First Amendment. It goes start to finish. We can’t say to one football coach you’re fired if you kneel in silent prayer at the end of the game, but to a player, if you kneel in protest to a game, you’re celebrated.""",half-true
"In addition to his compensation as a judge, ""Roy Moore and his wife (paid themselves) over $1 million from a charity they ran.""",mostly-true
"""There are communities under Sharia law right now in our country. Up in Illinois. ... There’s Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",pants-fire
"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",pants-fire
"""I've gotten rid of the Johnson Amendment … I signed an executive order so that now ... ministers and and preachers and rabbis and whoever it may be, they can speak. You know, you couldn’t speak politically before, now you can."" ",barely-true
"""The Earth is 6,000 years old, that’s a fact."" ",FALSE
"Says Pat Robertson said, ""We must impose a rule on the gay population that would require them to wear specially-colored clothes.""",pants-fire
"""The United States Department of Education has introduced an Islamic indoctrination program for the public schools, called ‘Access Islam.’ """,FALSE
"Says ""Georgia becomes first state to ban Muslim culture in historic move to restore Western values.""",FALSE
"""If you were a Muslim, you could come in, if you were a Christian, it was impossible.""",FALSE
"""Obama orders ban on Christmas cards to military.""",pants-fire
"""We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it."" ",barely-true
"Says pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.""",FALSE
"""When my grandfather came to this country back in 1925, there were no government benefits."" ",FALSE
"""The Republicans just voted last year to end Medicare.""",FALSE
"""If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.""",pants-fire
"""Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day.""",barely-true
"""And by the way, when I was governor, I did make the payment into the pension fund.""",mostly-true
"""I think with the exception of the last year or maybe the last two years, we were at 100 percent"" when it came to contributing to the Providence pension fund.",mostly-true
"""(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke."" ",mostly-true
"""If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.""",FALSE
"""The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.""",FALSE
"""Sixty-percent of the state retirees...don’t get Social Security.’’",FALSE
"Rhode Island Treasurer Gina Raimondo ""raised the mortality rate from 65 to 87"" and ""used a 1994 annuity chart"" to create the pension crisis.",barely-true
"""If Rhode Island does a hybrid [retirement] plan we’ll be the first state in the nation to do this.’’",FALSE
"""A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career.""",barely-true
"""This is the first time in our state, and one of the first times in the country, where benefit reductions . . . has happened to people who are retired.""",half-true
"""In the past six years alone, changes to the pension formula … have saved over half a billion dollars.""",barely-true
"""Poverty among Americans 65 and over is statistically unchanged"" in recent years because of Social Security.",mostly-true
"""The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.""",half-true
"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.",FALSE
"""In (Sen. Marco) Rubio's state of Florida alone, Social Security lifts more than -- count it -- a million people out of poverty.""",half-true
"Thirty-seven percent of Central Falls’ retired police officers and firefighters are out on disability pensions; in most municipalities, about 5 percent of retirees collect disability pensions.",FALSE
"Says the state’s pension and health benefits reform includes ""the destruction of public sector collective bargaining rights.""",half-true
"Statistically, law-enforcement officers die 10 years earlier than the general population.",FALSE
"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",mostly-true
"""The firefighter and police officer pension system is not headed for bankruptcy, far from it. That’s because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system."" ",half-true
"Virginia state employees ""pay nothing"" toward their pensions.",pants-fire
"Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it.",pants-fire
"""A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.""",half-true
"Says an alternative to Social Security that operates in Galveston County, Texas, has meant that participants will ""retire with a whole lot more money"" than under Social Security.",half-true
"""The Public Employee Retirement System is making more millionaires than the Oregon state lottery.""",half-true
"""In an average grocery store, roughly 75 percent of processed foods contain genetically modified organisms, or GMOs.""",half-true
"""Many of the alarmists on global warming, they’ve got a problem because the science doesn’t back them up. In particular, satellite data demonstrate for the last 17 years, there’s been zero warming.""",barely-true
"""Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.""",half-true
"Says. Rep. Joe Barton, R-Texas, once said, ""Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.""",barely-true
"""January through November 2014, the year so far, were the hottest first 11 months of any year recorded.""",TRUE
"""There is no good data showing secondhand smoke kills people.""",FALSE
"""Fluoride in the water, that was originally done by the Nazis!""",pants-fire
"""Turkeys today weigh 29.8 pounds. In the ‘30s, they weighed 13.2 pounds.""",TRUE
"""Elorza wants to teach our public school children about the ‘non-existence of God.’""",pants-fire
"""The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread"" of the virus.",half-true
"Human activity is not ""causing these dramatic changes to our climate.""",FALSE
"Idaho Republican Rep. Mike Simpson is a ""liberal"" who voted with Nancy Pelosi to ""fund sex study programs of San Francisco prostitutes"" and ""to regulate the sale of firearms."" ",pants-fire
"""Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.""",barely-true
"The National Science Foundation awarded $700,000 to fund a climate change musical.",TRUE
"""Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.""",TRUE
"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says  Rand Paul believes the earth is 10,000 years old and God removed dinosaurs ""to make space for humans.""",pants-fire
"""Only 3 percent of voters 18 to 34 don't believe that climate change is really happening.""",TRUE
"""61 percent of non-tea party Republicans actually agree...there is 'solid evidence the earth is warming,' ...[but] 70 percent of tea partiers, contrarily, say there is 'no solid evidence' the earth is warming.""",mostly-true
"In a poll, ""53 percent of young Republican voters . . . under age 35 said that they would describe a climate [change] denier as 'ignorant,' 'out of touch' or 'crazy.'""",mostly-true
"""Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",half-true
"Ann Kuster turned ""a blind eye to those in need of funding"" by voting ""against funding for our nation’s veterans, low-income women and children, the FDA and the National Institutes of Health.""",barely-true
"""Eighty percent of the antibiotics in this country are fed to livestock.""",mostly-true
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",TRUE
"""Wind power is the most undependable form of renewable energy.""",FALSE
"""Global surface temperatures have been flat for 16 years.""",half-true
"Sen. Marco Rubio ""refuses to accept the basic science"" on climate change and is ""a climate change denier.""",mostly-true
"The ocean is now ""much more acidic . . . than it has been for many millions of years.""",half-true
"The oceans ""have become 30 percent more acidic.""",mostly-true
"""This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.""",barely-true
"Says Americans ""invented ‘Pong,’ ‘Space Invaders’ and the iPhone.""",half-true
"""A lot of people who go into prison straight, and when they come out they’re gay.""",FALSE
"""Nearly one in five women in America has been a victim of rape or attempted rape.""",mostly-true
"One Texas city ""has a law that says that women can only have six dildos.""",barely-true
"Greg Abbott ""has campaigned with a sexual predator who has bragged about having sex with underage girls.""",half-true
"A poll found that ""20% of young adults use (smartphones) during sex.""",mostly-true
"""At some point in their lives, 99% of women use birth control.""",half-true
"""Teenage births cost Texas taxpayers $1.1 billion in health care, foster care and lost tax revenue in 2010 alone."" ",half-true
"The U.S. Supreme Court is ""five guys who start determining what contraceptions are legal.""",FALSE
"Says Hillary Clinton's health care plan from the 1990s ""had a broader provision in favor of corporate right to back out"" of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.",FALSE
"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation.""",TRUE
"""Milwaukee has the second-highest"" number of children recovered from sex trafficking. ",FALSE
"Idaho Republican Rep. Mike Simpson is a ""liberal"" who voted with Nancy Pelosi to ""fund sex study programs of San Francisco prostitutes"" and ""to regulate the sale of firearms."" ",pants-fire
"Says Cory Gardner ""championed an eight-year crusade to outlaw birth control here in Colorado.""",half-true
"""Women take birth control, more than half of them, as a medication for other conditions.""",half-true
"""Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.""",mostly-true
"Girl Scouts USA’s curriculum ""promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.""",FALSE
"The ""U.S. has the highest unintended pregnancy rate of any Western industrialized country.""",mostly-true
"""We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.""",TRUE
"Says Ken Cuccinelli wants ""to eliminate all forms of birth control.""",pants-fire
"""I’ve never supported legislation that invades people’s choices about contraception.""",half-true
"""More than 72 percent of children in the African-American community are born out of wedlock.""",TRUE
Says Democratic Party created Planned Parenthood,FALSE
"""Very few men outlive their own fertility.""",half-true
Says the Democrats told the Catholic Church that they’ll use federal powers to shut down church charities and hospitals if the church doesn’t change its beliefs.,pants-fire
"While the sequester is in effect, the federal government is still funding a study on duck penises.",mostly-true
"""The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.""",mostly-true
"Says ""Romney supported a law that could have made most common forms of birth control illegal.""",FALSE
"Says opponent Chad Chadwell ""wants condom techniques demonstrated to your children.""",barely-true
"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, ""including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.""",barely-true
"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.""",TRUE
"Rhode Island's unemployment insurance system ""is the most expensive such system in the country.""",FALSE
"""We have created new jobs here in Cranston -- more than 1,000.""",mostly-true
"""Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.""",mostly-true
"""Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.""",FALSE
"""Ninety six percent of employers in the Granite State are considered small businesses.""",TRUE
"The employer mandate ""affects only 5 percent of businesses in this country.""",mostly-true
"""Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings""",half-true
"""We cut business taxes so today 70 percent of our businesses don't pay a business tax.""",mostly-true
"Under Obamacare, ""75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.""",pants-fire
"""Our ranking in terms of the best and worst states to do business in was 43 four years ago, and we just moved up to 17 two weeks ago.""",half-true
"Of six Rhode Island tax-credit programs worth about $35 million, ""three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.""",TRUE
"""What concerns me is there is only two sentences that have been written about minority business.""",half-true
"""We’re taxing our small businesses now at rates higher than corporations.""",barely-true
"Says state schools superintendent candidate Don Pridemore ""voted for the largest cuts to public education in our state history"" and for ""$2.3 billion in tax breaks for corporations and the wealthy.""",half-true
"""Carol Shea-Porter … wants to increase taxes on small business and job creators.""",FALSE
"""Under Gov. Romney's definition ... Donald Trump is a small business.""",FALSE
"Says Mitt Romney told university students in Ohio that to start a business, they should ""borrow money if you have to from your parents."" ",TRUE
U.S. military uniforms are manufactured in China.,pants-fire
"""A Gallup report recently said that nearly 50 percent of small business owners aren't hiring because of what they call ‘regulatory uncertainty.’""",half-true
"Says that President Obama said that ""Small Businesses Succeed Because of Government.""",FALSE
"""Rhode Islanders pay among the highest auto repair bills in the nation.""",TRUE
"A company with ""20 employees"" could go ""out of business"" because of health care law requirements to buy insurance.",pants-fire
"""The number of new businesses started per year has dropped by 100,000 during this president’s term.""",half-true
"""Up to 80 percent of small businesses will be forced to give up their current plans due to new Obamacare regulations.""",half-true
"""Ninety percent of the people who work in this country work for companies under 100 people, maybe even less than that.""",FALSE
"Says ""sixty-two percent of small businesses over the last five years went under because they couldn't pay their health care bills.""",FALSE
Federal law prohibits the growing of industrial hemp in the United States.,TRUE
"Small businesses ""create 70 percent of the jobs in America.""",TRUE
"Says the Treasury Department ""says 41 percent of all business income reported on individual returns would be hit by the [millionaires’] surtax"" that ""would harm small businessmen and women, the very people we are counting on to create new jobs.""",barely-true
"""The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. We're the 6th worst in the country for the business tax index. We're the 3rd highest per capita in the country for all taxes.""",barely-true
"Says LeBron James ""stops paying his Social Security taxes at the beginning of the second quarter of the first game of the season.""",mostly-true
"The Republicans ""still want to privatize (Social Security). In fact, their whole idea is to turn over the Social Security trust fund to Wall Street.""",barely-true
"When Mitt Romney chose Paul Ryan as his vice-presidential running mate, ""that was the end"" of Romney’s chances to win. ",FALSE
"Jeb Bush’s plan for Social Security is ""disastrous for seniors and raises the retirement age to 70.""",barely-true
"""The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.""",mostly-true
"""One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.""",barely-true
"Say President George W. Bush "" ‘borrowed’ $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.""",barely-true
"""Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns""",FALSE
"""The top one-tenth of 1 percent"" of Americans ""own almost as much wealth as the bottom 90 percent.""",mostly-true
"""Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income.""",mostly-true
"An audit shows ""there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,""",TRUE
"Two-thirds of the federal budget is ""permanent law ... it's permanently appropriated.""",mostly-true
"Dave Brat said ""the best way to fix Social Security would be to give seniors back what they paid in and no more.""",barely-true
"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",mostly-true
"Social Security and Medicare are ""a Ponzi scheme.""",FALSE
"""Social Security has never contributed one cent to the deficit. Not one cent.""",half-true
"Says Mark Pryor voted ""to give Social Security benefits to illegal immigrants.""",FALSE
"Says Iowa Republican Senate candidate Joni Ernst ""would privatize Social Security.""",half-true
"While ""Arkansas seniors depend on Social Security and Medicare,"" Sen. Mark Pryor supports an overhaul so they ""couldn’t get Social Security until they turn 68 or 69.""",barely-true
"Says Rep. Tom Reed, R-N.Y., ""voted to raise the Social Security retirement age on us.""",half-true
"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",TRUE
"""Chained CPI would save $1 trillion in the second decade off the federal budget debt,"" a report shows.",half-true
"Says David Jolly ""supports privatizing Social Security.""",barely-true
"""Social Security was advocated … in the 1930s as a way of getting people to quit working, because they thought we were confined to a permanent scarcity of jobs in this country.""",barely-true
"""The reason we have a national debt is not because of defense spending. What is driving our long-term debt are Medicare and Social Security programs.""",mostly-true
"""Social Security took seven years before anybody got the first check.""",barely-true
"""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""",FALSE
"""In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist."" ",barely-true
"""Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid"" in fiscal year 2014.",FALSE
"Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because there's been such a growth of income among the highest earners.",barely-true
On NFL players protesting during the national anthem. ,half-flip
"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem."" ",pants-fire
"The NFL is ""getting massive tax breaks.""",mostly-true
"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""",FALSE
A flight crew took a knee and stranded the New Orleans Saints on an airport runway.,pants-fire
"""The First Amendment’s the First Amendment. It goes start to finish. We can’t say to one football coach you’re fired if you kneel in silent prayer at the end of the game, but to a player, if you kneel in protest to a game, you’re celebrated.""",half-true
"""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.""",barely-true
"Says Dallas Cowboys owner Jerry Jones told players: ""Stand for the Anthem or you’re off team.""",FALSE
Images show the turnout for President Donald Trump's 2017 ceremony with the New England Patriots was smaller than the team’s turnout with President Barack Obama in 2015.,barely-true
"""Your chances of throwing it are actually a little bit better in that situation.""",FALSE
"Says it’s not possible for some Wisconsin residents to watch Packers games, ""they’re forced to watch Viking games,"" so he ""got a law passed to fix"" the problem.",barely-true
"""We don't have any"" chess grandmasters in the United States.",pants-fire
"""The Dallas Cowboys can’t put a sticker on their helmets for the 5 police officers who were killed.""",TRUE
"Says that since lawmakers acted, ""we have 130 new businesses across Texas doing helicopter hog hunts.""",FALSE
"""As usual, Hillary & the Dems are trying to rig the debates so 2 are up against major NFL games.""",pants-fire
"""Do you know what the second sport with the most concussions is? Women’s soccer… And the third most dangerous sport? Cheerleading.""",half-true
"""In North Carolina, paid family leave is more popular than college basketball.""",mostly-true
"Zika mosquitoes ""can’t catch me.""",mostly-true
"Says it’s ""absurd"" to say there’s enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.",pants-fire
"Says professional football coach Rex Ryan ""won championships in New York. The AFC, I think, twice.""",FALSE
"""Last year (the U.S. women’s soccer team) generated $20 million more than the men’s team and were paid almost four times less.""",barely-true
"When mentioning Villanova’s buzzer-beating win in the national championships, Hillary Clinton said: ""I love those come-from-behind victories.""",barely-true
"""NASCAR endorsed Trump""",half-true
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game. ,TRUE
"The ""federal government is going after school districts, trying to force them to let boys shower with little girls.""",FALSE
"Alabama’s Crimson Tide will be the underdog in Saturday’s game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",mostly-true
"Says history suggests sports will ""quickly subsume a lot of the attention span of the country"" in the presidential primary. ",half-true
Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.,mostly-true
"The runnerup to Caitlyn Jenner for ESPN’s Arthur Ashe Courage Award was ""Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.""",pants-fire
"A 50-50 public-private split for paying for a new Milwaukee Bucks arena would ""be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country."" ",TRUE
"Says Tony Evers will ""raise property taxes, raise income taxes and raise gas taxes by as much as a dollar a gallon.""",half-true
"In West Virginia, ""personal income tax collections (were) up 14% from 2017.""",TRUE
"""Special education categorical aid"" from the state ""hasn’t been raised in over a decade.""",mostly-true
"Says Texas charter schools ""get 100% state $/pupil funding while district schools (95% students) get about 1/3 funding from state w/ rest coming from local prop taxes (which is why those taxes are so high). Districts getting less b/c scarce $ going to charters.""  ",mostly-true
"Says Rick Scott ""cut $700 million from water management.""",mostly-true
"""A number of Democrats running for governor want to cut the prison population by 50%"" and ""that would require the release of thousands of violent felons."" ",half-true
"""Since Scott Walker has been our governor, we’ve gone from 50 percent state funding for the"" University of Wisconsin System ""to 15 percent.""",FALSE
"Says he made ""a record investment in schools."" ",barely-true
"Says Scott Walker ""has cut more from public education than he's put back in, obviously. He took $1.6 billion and some change away and then puts back $630 million and he's calling that progress.""",barely-true
"""$1 billion—that’s how much Bruce Rauner has wasted with his budget crisis.""",barely-true
"""Since taking office, we have enacted more than $8 billion in cumulative tax relief."" ",TRUE
"""After Texas cut"" its ""two-year family planning budget by $73 million, one in four clinics closed their doors.""",mostly-true
"On Mike DeWine's record as attorney general: ""Opioid deaths have tripled on his watch and there have been cuts to funds for first responders and people in the community fighting the crisis.""",barely-true
"Says that under Scott Walker, on a percentage basis, Wisconsin is ""spending twice as much on debt service for just basic road repair and maintenance"" than before he took office. ",mostly-true
"Says the California state auditor ""found (John) Chiang lost track of $31 billion dollars,"" as state controller.",half-true
"""Property and income taxes will be lower in 2018 than they were in 2010.""",mostly-true
"""Yesterday afternoon the Republicans in the General Assembly used the nuclear option to pass North Carolina's over $20 billion budget.""",FALSE
"Marc Molinaro ""has cut taxes, his budget now is lower than it was six years ago"" in Dutchess County",half-true
"""I am roughly being paid $53 a day to educate your child.""",FALSE
"""Alabama is operating government on the lowest amount of tax revenue of any state in the nation.""",mostly-true
"Says that despite a recent increase in school funding, Scott Walker ""has taken over a billion dollars from the public schools."" ",barely-true
"This year’s state budget ""continues to direct millions in taxpayer dollars in advertising to the failing Start-Up NY program""",FALSE
"""The only housing authority in the state that we have actually given money to is NYCHA.""",FALSE
"""The state is set to recapture an additional $500 million in Robin Hood payments from taxpayers and not one penny of it will go to public education in Texas.""",FALSE
"California’s single-payer healthcare proposal would ""force seniors off of Medicare.""",half-true
"""Last year, I proposed directing more of the education budget to teacher salaries, a move that would have resulted in an average $10,000 raise for teachers.""",barely-true
"""In the 1980s, the state funded 68% of school expenses, and now the state’s share is 38%.""",half-true
"""We invested"" in our transportation system ""$24 billion over eight years. That’s $3 billion more than what former Governor Jim Doyle spent on transportation over the same period of time.""",barely-true
"""I have introduced balanced budgets every year that I’ve been governor.""",pants-fire
"""Road projects across the state are staying on track or getting done sooner thanks to the good work of the team at the Wisconsin Department of Transportation."" ",barely-true
"“While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls.”",barely-true
On whether he can release one day’s worth of emails.,full-flop
"Says voter roll purge would mean ""more than 200,000 registered Wisconsin voters will be prohibited from voting.""",pants-fire
"""Tens of thousands"" of people leave New York every week.",FALSE
"Millionaires are eligible for food stamps, but ""Donald Trump came along and decided to put a stop to it."" ",TRUE
"Universal background checks involve asking people ""to submit the serial numbers to their guns to a state or federal official,"" and that violates the Second Amendment.",barely-true
" ""Every time we go to court,"" against the Trump administration, ""for the most part, we win."" ",mostly-true
"""Wisconsin is currently seeing an influx of new residents, Illinois is seeing an outflux.""",mostly-true
"""America has more governors who’ve worn blackface than black governors.""",TRUE
"""The vast majority"" of San Francisco’s homeless people ""also come in from — and we know this — from Texas. Just (an) interesting fact.""",pants-fire
"""We beat the NRA with tough, tough gun laws"" in Colorado.  ",TRUE
"In Florida, ""it’s illegal for mayors to even bring up gun reform for discussion.""",barely-true
"Says all North Carolina teachers do not currently get a ""duty free lunch break.""",TRUE
" ""FYI: the last statewide recount in WI was in 2016. After that recount, the vote margin changed by only 131 out of the 2.7 million votes cast."" ",mostly-true
"Says Milwaukee Mayor Tom Barrett did not want a juvenile facility in Milwaukee, ""has never been to a juvenile facility,"" and ""didn't want it to be done.""",barely-true
"29 states still don’t have ""comprehensive protections"" for people in the LGBTQ community.",TRUE
"""I’ve already traveled to Washington, D.C., and secured a historic commitment from the Trump administration to provide assistance to the communities that Michael battered.""",barely-true
"Virginia House ""Republicans have had more African-Americans on key committees than when the Democrats were in control."" ",TRUE
"""Today, property taxes are lower than they were in 2010.""",mostly-true
"""Governor Evers, AG Josh Kaul, and Speaker Robin Vos are demanding ‘Red Flag Gun Seizures’ for Wisconsin, which would allow gun seizures with ""no proof, arrest, indictment, conviction or due process at all!""",barely-true
On directing the attorney general to withdraw Wisconsin from pre-existing conditions lawsuit.,full-flop
On dissolving the Wisconsin Economic Development Corp. in his first budget ,full-flop
"New York has passed ""the best paid family leave"" program in the United States of America.",TRUE
On limiting late night legislative debates.,full-flop
On how much power the Wisconsin governor should have.,full-flop
"Says Minnesota is ""imprisoning half as many people as Wisconsin, and yet our states have virtually identical crime rates.""",mostly-true
"Says ""I have been through the gauntlet, when we had riots in that Capitol.""",pants-fire
"""Apple and Amazon already operate in many states that require levels of voter ID.""",TRUE
"""California is proposing to legislate what drinks restaurants can serve your kids, only giving two options: milk or water.""",barely-true
"Says Democratic challenger Gina Ortiz Jones has raised ""more money from Massachusetts than"" from Texas.",pants-fire
"Says Obama has ""doubled the stock market from where we started when he was sworn into office""",barely-true
"President Obama pushed through the stimulus ""based on the promise of keeping unemployment under 8 percent.""",barely-true
"""(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.""",barely-true
"""Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.""",barely-true
"""Congressman Phil Roe hands out $1.3M government check"" from a federal program that ""he voted against.""",mostly-true
" Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company",pants-fire
"""Since the passage of Obama's stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking."" ",half-true
"""The fact is, over 2.4 million jobs have been lost since the 'Stimulus' bill was signed into law in February of 2009.""",half-true
"Says Barack Obama had ""huge majorities"" in Congress during his first two years in office and ""did nothing with them to create jobs in America.""",pants-fire
"Says the federal stimulus program was ineffective because ""the number of jobs has actually decreased by 18,300 through July 2011.""",half-true
"Says Mitt Romney flip-flopped on supporting ""the president's Recovery Act.""",barely-true
"""(Stimulus money) went to critically important projects like studying ants in Africa.""",TRUE
"Stimulus money went to ""office upgrades for politicians.""",barely-true
"Solyndra ""had robots that whistled Disney songs. I'm not kidding.""",half-true
"""(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.""",barely-true
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",FALSE
"The stimulus created ""zero jobs.""",pants-fire
"""Our unemployment rate has been higher than 8 percent for more than two-and-a-half years, far above what the Obama Administration promised with the 'stimulus.' """,barely-true
"Says U.S. Sen Sherrod Brown ""promised that the first stimulus bill would fund theBrent Spence Bridge.""",barely-true
